mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
29.20259313583374,1.2279981841553043,0.34242725372314453,0.19217584195884801,,sqrt,1,2,100,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.6998476383951244,0.6858877086494689,0.689620253164557,0.6854674796747967,0.7205284552845529,0.6962703070337001,0.013190736907745523,43,1.0,0.998730964467005,0.9987312864755138,1.0,0.9987324122195462,0.9992389326324129,0.0006214090894643877,0.6971920709304686,0.6838844090233532,0.6863235998180833,0.6840248294091997,0.7188310863369856,0.694051199103618,0.013323028091498056,40,1.0,0.9986894390559161,0.9987067669172932,1.0,0.9987068684664695,0.9992206148879358,0.000636396919043358,0.6966777733162991,0.6838343915466717,0.6850775890271801,0.683554678566307,0.7175107905808802,0.6933310446074676,0.01303644115342021,40,1.0,0.9987310373453198,0.9987312864755138,1.0,0.9987324609283676,0.9992389569498403,0.0006213892344287254
49.2062005519867,0.8287101067496268,0.2874001026153564,0.1012441252211298,,sqrt,1,2,200,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.7018791264601321,0.6919575113808801,0.699746835443038,0.6880081300813008,0.7240853658536586,0.701135393843802,0.012535876740648112,22,1.0,0.998730964467005,0.9987312864755138,1.0,0.9987324122195462,0.9992389326324129,0.0006214090894643877,0.6994561803943526,0.6898062484471378,0.695715843232533,0.6862781594537631,0.7220950035090208,0.6986702870073614,0.012571393832978367,20,1.0,0.9986895873185647,0.9987069656794612,1.0,0.9987069656794612,0.9992207037354973,0.0006363243771081883,0.6990404392188241,0.6898109278163764,0.6945480279125585,0.6858783645713926,0.7206298071177842,0.6979815133273871,0.012158125144577233,20,1.0,0.9987311058566932,0.9987313797333507,1.0,0.9987325053946343,0.9992389981969356,0.0006213555473586319
60.33500781059265,1.1946967204658998,0.4111046314239502,0.11201908524424535,,sqrt,1,2,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.7028948704926359,0.6924633282751644,0.7058227848101266,0.6935975609756098,0.7266260162601627,0.7042809121627398,0.01230765161534987,5,1.0,0.998730964467005,0.9987312864755138,1.0,0.9987324122195462,0.9992389326324129,0.0006214090894643877,0.700956248072395,0.6900792273895989,0.7023878726036843,0.6913500402534577,0.724710188446184,0.701896715353064,0.01242952650863782,4,1.0,0.9986895873185647,0.9987068684664695,1.0,0.9987070585582198,0.9992207028686508,0.0006363250797987669,0.7005338883765544,0.6901301280952791,0.701155133263865,0.6911039471098167,0.7231939833155128,0.7012234160322056,0.011905046209044647,5,1.0,0.9987311058566932,0.9987313352275936,1.0,0.9987325456197486,0.9992389973408071,0.0006213562619284162
29.3565682888031,1.0063066615001441,0.32808809280395507,0.11512146407729285,,sqrt,1,5,100,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.7049263585576435,0.69549822964087,0.6992405063291139,0.6824186991869918,0.7179878048780488,0.7000143197185336,0.011642800461894623,30,0.9998732251521298,0.9984771573604061,0.9987312864755138,1.0,0.9987324122195462,0.9991628162415191,0.0006398673500136573,0.7034071099741264,0.6932073906806873,0.6961576509459904,0.6796077641908025,0.7165298570635398,0.6977819545710292,0.012140777686849697,28,0.9998747455401137,0.9984385687466943,0.9987068684664695,1.0,0.9987068684664695,0.9991454102439494,0.0006552123791275468,0.703044088816859,0.6933548277585465,0.6948246614981988,0.6792765699184639,0.714920382453084,0.6970841060890305,0.011745425491162097,28,0.9998732241578208,0.998477309001215,0.9987313352275936,1.0,0.9987324609283676,0.9991628658629994,0.0006398215029431262
46.703573846817015,1.6996292649286064,0.26209087371826173,0.09186962413487337,,sqrt,1,5,200,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.702386998476384,0.6990389479008599,0.7048101265822785,0.6925813008130082,0.7184959349593496,0.7034626617463762,0.008566741228723418,12,1.0,0.998730964467005,0.9987312864755138,1.0,0.9987324122195462,0.9992389326324129,0.0006214090894643877,0.7005118604713036,0.696424756316604,0.7013495467892547,0.6897328024165787,0.7163480872139979,0.7008734106415477,0.00876044195350647,10,1.0,0.9986895873185647,0.9987067669172932,1.0,0.9987069656794612,0.9992206639830638,0.0006363564754907876,0.7001530188565432,0.6966080850233436,0.6999441456037692,0.6893719738104144,0.7146674108813267,0.7001489268350795,0.008240250097297369,10,1.0,0.9987311058566932,0.9987312864755138,1.0,0.9987325053946343,0.9992389795453682,0.0006213707857510055
52.39710330963135,7.597682046198197,0.45050845146179197,0.09567652709257994,,sqrt,1,5,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.707465718638903,0.7066262013151239,0.7134177215189873,0.6925813008130082,0.7205284552845529,0.708123879514115,0.009231968713363126,1,1.0,0.998730964467005,0.9987312864755138,1.0,0.9987324122195462,0.9992389326324129,0.0006214090894643877,0.7056305309061699,0.7042665125538293,0.7102967167852687,0.6897196297917446,0.7181827889034177,0.7056192357880862,0.009320398638769175,1,1.0,0.9986895873185647,0.9987067669172932,1.0,0.9987070585582198,0.9992206825588156,0.0006363414811364893,0.7052119478492185,0.7044171993323739,0.70885956983788,0.6895441925904681,0.7165748435273515,0.7049215506274584,0.00881032430374045,1,1.0,0.9987311058566932,0.9987312864755138,1.0,0.9987325456197486,0.9992389875903912,0.0006213642284936289
17.621400928497316,0.7521388198314222,0.1373286247253418,0.027281848418726034,,sqrt,2,2,100,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.7054342305738954,0.6929691451694486,0.6946835443037974,0.6803861788617886,0.7179878048780488,0.6982921807573957,0.012656289771443202,36,0.9989858012170385,0.9980964467005076,0.9982238010657194,0.9993662061097731,0.9979718595512739,0.9985288229288625,0.0005477655504598487,0.7020549607056836,0.6906954115973788,0.6911931861794105,0.6779074495619053,0.7166944807177594,0.6957090977524276,0.012985264412547867,36,0.998992699451196,0.9980630092293363,0.9982020766334816,0.9993626347759129,0.9979485864293235,0.9985138013038501,0.0005603062230195949,0.7016232366882725,0.6909144414558098,0.6898994610684425,0.677426174669854,0.7149258371661388,0.6949578302097035,0.012589233354649593,36,0.9989866522407628,0.9980970712010825,0.9982236082377567,0.9993662069774043,0.9979717477100218,0.9985290572734057,0.0005478535955079108
26.686691331863404,1.5659859799497153,0.3551324367523193,0.1770456486881678,,sqrt,2,2,200,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.6978161503301168,0.7051087506322711,0.7017721518987342,0.6900406504065041,0.7230691056910569,0.7035613617917366,0.010972373010502141,11,0.9993661257606491,0.9982233502538072,0.998350672418168,0.9994929648878185,0.99835213588541,0.9987570498411706,0.0005525355377926593,0.6943803115238524,0.7023963248884618,0.6990111111650938,0.6872624107140136,0.7206790694671331,0.7007458455517109,0.011183826175131363,12,0.9993755055362996,0.9981887159832169,0.9983302637250672,0.9994887184471676,0.9983223635855655,0.9987411134554633,0.0005675664644249539,0.6938657138320685,0.702550664523519,0.6976433050405435,0.6869426698258387,0.7191355196302117,0.7000275745704363,0.01082910475010883,12,0.9993668236932868,0.9982237275976004,0.9983509577388859,0.999492975054256,0.9983521000339064,0.998757316823587,0.0005525825677687445
45.658178091049194,3.760527140150355,0.6944422721862793,0.16941488344582742,,sqrt,2,2,300,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.7028948704926359,0.7015680323722813,0.7113924050632912,0.6839430894308943,0.720020325203252,0.7039637445124709,0.012005893047027075,8,0.9996196754563894,0.9982233502538072,0.9984775437706166,0.9994929648878185,0.9984788946634554,0.9988584858064176,0.000578718727639747,0.6998676131513432,0.6995183527039647,0.7092856081930098,0.6811553473741983,0.7172060361648706,0.7014065915174773,0.012064395090665266,6,0.9996261324459083,0.9981887159832169,0.9984550841485167,0.9994887184471676,0.9984482100640193,0.9988413722177658,0.0005940809487726808,0.699519570286543,0.699650543282344,0.7079381701291046,0.6806688981732305,0.7155907089114776,0.70067357815654,0.011643544496760555,6,0.9996198289644213,0.9982237275976004,0.9984776219977362,0.999492975054256,0.9984787339165009,0.998858577506103,0.0005786893277289532
10.027585077285767,0.7597785008292537,0.16578378677368164,0.024162479798019526,,sqrt,2,5,100,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.6947689182326053,0.687910976226606,0.6987341772151898,0.676829268292683,0.7098577235772358,0.693620212708864,0.011005999383521255,47,0.9991125760649088,0.9977157360406091,0.9977163156559249,0.9986056534415009,0.9979718595512739,0.9982244281508436,0.0005504318863385282,0.6922151324397648,0.6849482355148283,0.6958951243475363,0.6741209364173768,0.7069258799297564,0.6908210617298526,0.010958457802525273,46,0.9991250806262899,0.9976875146350845,0.9976918844325755,0.998599162377861,0.9979518611713584,0.9982111006486338,0.0005651343564900946,0.6916882034155224,0.6853436710647586,0.6945216160879066,0.6735731161685162,0.7054388984355975,0.6901131010344603,0.010517742914423622,46,0.9991132664166762,0.9977169777520619,0.9977165465928792,0.9986066381721524,0.9979719463939738,0.9982250750655488,0.0005505111247559115
